comment,topic
kinerja seseorang tdk bisa di ukur dari cara bicaranya saja indonesia itu butuh orang yg kerja nyata bukan orang yg pandai berkata kata.....pak prabowo org yg tegas dalam bertindak gk byk bertele tele cocok jd pemimpin jgn sampai indonesia di remehkan sama negara tetanga lagi.,Pemimpin bangsa untuk Indonesia maju
"prabowo ketika di cecar pertanyan oleh mba najwa mengenai ketua partai pan zulkifli hasan seperti nya lagi bingung dan emosi.

sudahlah pak kamu itu generasi kakek saya. jadi tidak mungkin anda bisa memajukan negara ini dengan umur yg sudah tua. ikut sama jokowi saja kamu di pasar kamu sudah kecapean apalagi ngurus negara sebesar indonesia ini",Pemimpin bangsa untuk Indonesia maju
"al in prabowo, prabowo the next presiden indonesia 2024.",Pemimpin bangsa untuk Indonesia maju
bismilah prabowo presiden indonesia maju,Pemimpin bangsa untuk Indonesia maju
"dari persentasi ketiga bacapres di ugm ini maka terlihat leadership style sebagai berikut:
anies baswedan leadership style is dep konseptual to reach perfection and justice in al sectors and for al stakeholders.
ganjar pranowo leadership style is direct managing for solving problems and sek the solutions when problems ocure.
prabowo subianto leadership style is pratiotism for the country to reach indonesia the best as country and nation.

untuk leadership style tersebut maka yg cocok menjadi pemimpin indonesia adalah:
ranking-1 : anies baswedan, baecause of justice and perfection in al and for al .... poin 87
ranking-2 : prabowo subianto, because of the best for country and nation .... poin 76
ranking-3 : ganjar pranowo , because problem solving aproach .... poin 65",Pemimpin bangsa untuk Indonesia maju
"prabowo katanya 2030 indonesia bubar, kok jadi indonesia emas 😂😂😂
anies ngurus sungai di jkt aja harus dihukum pengadilan baru kerja, jgn bicara keadilan lah😂😂😂",Pemimpin bangsa untuk Indonesia maju
pak ganjar...sosok pemimpin yang merakyak dan tepat memimpin indonesia setlah pak jokowi....god bles pak....,Pemimpin bangsa untuk Indonesia maju
"refleksi pak prabowo berdikari....berdiri diatas kaki sendiri, pakai mobil buatan  indonesia, naik motor buatan indonesia, pakai jam buatan indonesia,  pakai sepatu buatan indonesia, pakai parfum buatan indonesia, itu yang saya cita cita kan 👍🫡 hormat buat letjend tni (p) h.prabowo subianto djoyohadikusumo, semoga indonesia menjadi negara maju, amin....ya alah ya rab ku",Pemimpin bangsa untuk Indonesia maju
"semua pertanyan dan konec dengan jawaban ada di capres koalisi perubahan bapak anies baswedan lah yang jauh mengena berhubungan dengan kepemimpinan indonesia.
pak ganjar bicara korupsi tapi tidakah merasa kalau tidankan korupsi anda lakukan dari e-ktp dan juga dana bansos yang dibelokan untuk membangun rumah pribadi angota partai...?
untuk pak prabowo.. tahun 2045 jadi indonesia emas dengan pendapatan $50 ribu, itu sangat mustahil aliasbomong kosong. jokowi mimpin 10 tahun saja pendapatan hsnya naik $ ratusan dolar, kalau 20 tahun bisa naikansampai 95℅ itu omong kosong. 
ingat pak... sat ini bungan pinjaman per tahun saja sekitar 500 juta dolar, itu belum bayar pokoknya.",Pemimpin bangsa untuk Indonesia maju
"kemarin pak prabowo, tp hari ini saya bener bener jatuh hari sama pak ganjar, bismilah saya dari indonesia timur ,saya ganjar untuk indonesia",Pemimpin bangsa untuk Indonesia maju
"pak prabowo: saya ingin sebelum saya saya meningal melihat indonesia negara bermartabat dan tdk injak2 oleh negara lain, sungug iklash membangun bangsa indonesia 😭terharu dengarnya",Pemimpin bangsa untuk Indonesia maju
"soal rempang dan enclave, ganjar sebaiknya belajar dari lipo yang pakai teknik menyetujui saham kepemilikan bagi pemilik tanah. tidak lama setelah pemilik setujui, saham mereka dirubah (iquidasi) hinga (hampir) nol! 

ini teknik lazim yang dipakai oleh para penjajah sejak jama voc.


sat ini belum ada u yang meproteksi pemilik lahan dan enclave. harus ada u-nya.",Pemimpin bangsa untuk Indonesia maju
"mungkin dalam hal bicara atau explanation pak prabowo kurang, tapi aku yakin beliau yang paling mengerti tentang indonesia, gak cuma jual omongan tapi tindakan dan pemikiran beliau sangat cerdas dan tepat. bismilah 2014 2019 pilih pak prabowo dan 2024 tetep pilih pak prabowo!!!! ❤",Pemimpin bangsa untuk Indonesia maju
prabowo lebih mengerti indonesia,Pemimpin bangsa untuk Indonesia maju
"prabowo yang terbaik, dan jelas tujuanya, dan paling cinta negeri indonesia,, waktunya #prabowopresiden2024",Pemimpin bangsa untuk Indonesia maju
sat nya prabowo untuk indonesia 🇮🇩,Pemimpin bangsa untuk Indonesia maju
smoga hati rakyat indonesia digerakan hatinya buat memilih prabowo😇,Pemimpin bangsa untuk Indonesia maju
masih tep pak prabowo setia di hati semangat pak maju terus jdikan indonesia maju makmur dan merdeka....!!!,Pemimpin bangsa untuk Indonesia maju
"entah kenapa setiap saya mendengarkan pidato pak prabowo,jiwa dan hati saya bergetar,,menangis,, dan saya rasakan ke ikhlasan seorang prabowo untuk bangsa indonesia,,,",Pemimpin bangsa untuk Indonesia maju
"pk prabowo punya gagasan dan gold yg realistis, bahkan punya pakar yg sudah di persiapkan untuk membantu beliau untuk indonesia maju 👍🏻",Pemimpin bangsa untuk Indonesia maju
"dari tiga bacapres ;
pak prabowo mungkin terlihat tidak pandai menjelaskan mimpinya untuk memajukan indonesia dengan kata-kata. setiap uraianya penuh semangat melebihi indahnya kata-kata. semoga pak prabowo dapat mengisi 'bab akhir perjalanan hidupnya' dengan tinta emas. mungkin ini yang dilihat alm. gusdur bahwa pak prabowo adalah orang yang paling ikhlas, jadi presiden diusia tua.",Pemimpin bangsa untuk Indonesia maju
terharu sampe nangis di kata kata terakhir pak prabowo ..... sy ingin melihat sebelum saya meningal bangsa indonesia menjadi bangsa yang terhormat dl.....,Pemimpin bangsa untuk Indonesia maju
"pihak asing takut kalo pak prabowo yg jadi presiden, takut indonesia menjadi negara yg kuat

al in for prabowo 🔥",Pemimpin bangsa untuk Indonesia maju
"masih banyak mahasiswa/i yang belum bisa menerapkan jiwa nasionalis, alangkah baiknya pada sat menyanyikan lagu indonesia raya tidak memegang hp",Pemimpin bangsa untuk Indonesia maju
"hanya pak probowo yg memenuhi 3 kriteria, 1 dikenal dunia internasional, 2 punya wibawa dan ketegasan, 3 punya jaringan kuat dukungan partai besar dan rakyat indonesia",Pemimpin bangsa untuk Indonesia maju
gagasan pak probowo sangat cocok dengan kemajuan bangsa indonesia,Pemimpin bangsa untuk Indonesia maju
mantab pak prabowo untuk indonesia emas dengan gagasan yg baik untuk pembangunan generasi muda indonesia.,Pemimpin bangsa untuk Indonesia maju
"mbak najwa selalu pintar dan cantik, terimakasih ugm sudah memfasilitasi gagasan bacapres indo, semoga indo 2024 siapapun mampu meneruskan perjuangan bpk jokowi menuju indonesia maju tanpa buta terhadap rakyat fakir miskin, bismilah semoga pilihan kalian adalah yang terbaik, kalau saya tetap pak mahfud md for ri1. hehe,",Pemimpin bangsa untuk Indonesia maju
"dua kali pilih jokowi, udah satnya pilih prabowo. prabowo itu tidak jago berpolitik, tidak ahli berkata atau beretorika. prabowo apa adanya, tulus, realita, tidak pencitran, tidak gimik, paling ikhlas. dan prabowo tidak bisa disetir2, tidak mudah diatur, intervensi, bernyali, pemberani. yg penting punya niat baik ingin memajukan indonesia, berkomitmen melanjutkan pemerintahan jokowi. indonesia sat ini butuh karakter pemimpin seperti prabowo. al in prabowo",Pemimpin bangsa untuk Indonesia maju
indonesia maju bersama prabowo✊,Pemimpin bangsa untuk Indonesia maju
"kalau di liat sih sepertinya pak prabowo yang menang , indonesia butuh pemimpin dari militer ..",Pemimpin bangsa untuk Indonesia maju
"prabowo subianto lebih mengedepankan indonesia secara global dalam semua segi, dan yang lebih penting beliau 100℅ pengalaman dari yang lain",Pemimpin bangsa untuk Indonesia maju
pak de jokowi orang yang hebat kalo nyalon lagi rakyat seluruh indonesia dan di luar negeri masih banyak yang nyoblos dan satu putaran langsung in.,Pemimpin bangsa untuk Indonesia maju
semoga rakyat indonesia memilih pak prabowo subianto presiden ri 2024,Pemimpin bangsa untuk Indonesia maju
"kata terakhir pk prabowo bkin nangis sehat slalu pak , insya alah bpk akan mlht indonesia jaya bermartabat",Pemimpin bangsa untuk Indonesia maju
ini alasan gusdur mengatakan siapa orang paling cinta oleh rakyat indonesia itu perbowo subianto 😊,Pemimpin bangsa untuk Indonesia maju
"statement yang sangat sangat buat merinding adalah ""sebelum saya meningal"" .... hebat pak ... anda punya tujuan hidup keren !!! nga perlu tampil pintar karena sudah terlalu banyak orang pintar di indonesia, kita perlu pemimpin yang punya tujuan hidup clear dan berani ! sukses untuk pak prabowo, sehat selalu yah",Pemimpin bangsa untuk Indonesia maju
ngeri visi misi nya prabowo.  indonesia bs jd negara yg hebat,Pemimpin bangsa untuk Indonesia maju
"prabowo punya tujuan jelas, hanya utk rakyat indonesia.",Pemimpin bangsa untuk Indonesia maju
"pak anies : gagasan, konsep dan tujuanya jelas tentang memberikan unsur keadilan disetiap kebijakan yg dibuat pemerintah, meskipun dalam perjalananya cukup banyak rintangan tapi sedikit demi sedikit mulai mendapatkan simpati publik.

pak ganjar : gagasan bagus detail terstruktur, tapi jika dihadapkan pada pertanyan tentang isu kebijakan pemerintah yg kontroversial kurang bisa memberikan jawaban yg konkrit, mungkin karena tersandra koalisi partai pendukung yg 1 circle dengan pemerintah sat ini.

pak prabowo : rasa cinta terhadap tanah air, jiwa patriotisme tak bisa diragukan lagi, dengan janji2 membawa indonesia menjadi negara maju  yang cukup mengundang empati, tapi menjadi pemimpin belum cukup hanya dengan itu.",Pemimpin bangsa untuk Indonesia maju
"hati hati kalo sudah memilih pilihan presiden dengan keyakinan kalian, hati hati jika ekpetasi pilihan kalian menjadi tidak sesuai ekspetasi seperti era jokowi sekarang. awal awal minta suara rakyat giliran udah jadi presiden suara rakyat malah tidak digubris sama sekali. hati hati sekali lagi ketika memilih presiden kedepan untuk indonesia.",Pemimpin bangsa untuk Indonesia maju
"prabowo = mentri kinerja terbaik, tokoh pemersatu bangsa, berani mengambil resiko dibuly/dicaci dengan  menerima tawaran pak jokowi bergabung membangun bangsa, organisasi pencak silat yang dipimpinya langanan juara mengharumkan bangsa, tokoh yg  mendukung dunia olahraga indonesia ( tim persib u-17 diberangkatkan ke qatar untuk latihan di  aspire academy, kuda2 miliknya sering digunakan untuk latihan atlet berkuda nasional   ),  berjiwa besar tidak pendendam, kopasus sat dipimpinya berhasil mengibarkan merah putih di puncak gn himalaya, berhasil dalam operasi pembebasan sandra di mapenduma papua, sat menjadi menhan alutsista benar2 diperhatikan ,tipikal pemimpin yg perhatian pada bawahan ( sat menjadi danjen kopasus ,kesejahteran prajuritnya sangat diperhatikan, berinisiatif membawa guru bahasa ingris ke batalyon agar perwiranya bisa belajar bahasa ingris), memiliki hubungan yg baik dgn tokoh2 internasional/berwawasan luas  , tokoh yang paling ikhlas kata gus dur , tokoh yang original apa adanya tidak plastik kata sudjiwo tejo,  tak pernah sekalipun terdengar terlibat kasus korupsi., berjiwa pejuang dan sifat pantang menyerah , tegas dan disiplin , menyelamatkan uang negara dengan tidak menandatangani kontrak2 yg berbau korupsi dan mark up gila2an , menjadi bapak asuh sekitar 8000 anak2 papua , warga sekitar hambalang banayk yang disekolahkan gratis bahkan tidak sedikit yg disekolahkan ke luar negri , berjiwa patriot berani dan nasionalis ( sdh dibuktikan dengan terjun langsung ke medan pertempuran walau sdh menjadi menantu presiden soeharto), kemhan dibawah pak prabowo turut membantu memerangi covid 19 dengan meningkatkan 110 rumah sakit yang dimiliki kemhan untuk menangani pasien covid 19 ,kemhan bekerjasama dengan unhan membangun 31 titik sumur untuk bantu sumber air di 20 desa ntb, membangun16 titik air di pulau moa maluku barat,  unhan dibawah kemhan menawarkan kuliah gratis bagi siswa indonesia yg kurang mampu dengan syarat2 yg sudah ditetapkan unhan , unhan membangun kampus politeknik ben mboi di nt,  disegani lawan dan dihormati kawan , berhati lembut dan pecinta binatang, dermawan dan suka membantu ( pernah menyelamatkan tki dari hukuman mati), ikut serta membantu menyelamatkan garuda indonesia dari kebangkrutan dengan memangkas angaran kemhan,  dan masih buanyak lagi  hal positif yg telah dikerjakan pak prabowo jika ditulis bakal panjang banget...................kalau saya sih jelas pilih prabowolah  ( tanpa mengurangi rasa hormat terhadap capres yang lain ).....................salam indonesia raya !!!",Pemimpin bangsa untuk Indonesia maju
"secara objektif, ganjar paling menguasai komunikasi publik. menguasai ketatanegaran, menguasai problem2 sosial politik dalam negeri. 
sy berharap pak ganjar juga berbicara isue2 dan kebijakan/strategi internasional.
prabowo menguasai situasi kebijakan pak jokowi dan beliau betul2 menjiplak kebijakan pak jokowi.",Pemimpin bangsa untuk Indonesia maju
dari semua calon yg memenuhi syarat dari segi rekam jejak dan komitmen melanjutkan perjuangan pak jokowi adalah bpk ganjar.,Pemimpin bangsa untuk Indonesia maju
"benar kata gusdur, prabowo orang yang paling ikhlas. bersiaplah bangsa indonesia untuk menjemput takdirmu...",Pemimpin bangsa untuk Indonesia maju
"prabowo 08
“sebelum saya meningal, saya ingin melihat bangsa indonesia menjadi negara bermartabat dan terhormat dimata dunia, berdiri diatas kaki sendiri”
diakhiri hormat komando.

you deserve to be president sir!!",Pemimpin bangsa untuk Indonesia maju
halusinasi saya prabowo sebagai capres ( menjaga indonesia dari negara luar agar indonesia bisa ditakuti oleh negara luar karena sekarang indonesia tidak banyak di hargai oleh negara lain ) anies sebagai cawapres ( menjaga indonesia secara internal karena gagasanya bagus ) tapi hanya halusinasi,Pemimpin bangsa untuk Indonesia maju
"pilih lah mengunakan hati tapi dari dulu saya selalu memilh pak pribowo karna hati tidak pernah berbohong walaupun gagal, insya alah tahun depan pak prabowo presiden indonesia",Pemimpin bangsa untuk Indonesia maju
tahun 2024 yg siap memimpin indonesia di tengah situasi politik & ekonomi  dunia sat ini ya bpk prabowo,Pemimpin bangsa untuk Indonesia maju
ciri khas pak prabowo emang mengebu2.. begitu pula dgn niat baik beliau yang mengebu-gebu untuk membangun bangsa indonesia ❤,Pemimpin bangsa untuk Indonesia maju
"makasih mba nana atas tayangan edukatif ini, kalau saya sih plan a nya pak anies, semisal pak anies gak lolos putaran 2, plan b saya pak prabowo, tapi pak ganjar jg bagus kok, intinya siapapun presidenya jangan berpecah belah, semoga indonesia jadi negeri yang adil dan makmur",Pemimpin bangsa untuk Indonesia maju
"secara pribadi saya salut untuk pak anies, tapi untuk sekarang menurut saya lebih di perhatikan untuk mempertahankan jati diri, kedaulatan bangsa indonesia, agar tidak di kuasai/di monopoli pihak luar, dan tentunya harus mandiri di bawah kaki sendiri, satnya kita banga dengan produk kita, maka dari itu,sosok pak prabowo jauh lebih diperlukan ,baru tongkat selanjutnya pak anies 👍🏽
pak prabowo ri 1😎",Pemimpin bangsa untuk Indonesia maju
prabowo orang yang paling ikhlas untuk indonesia,Pemimpin bangsa untuk Indonesia maju
"tiga orang bacapres ini semuanya pintar cerdas dan pasti cinta negara ingin negara nya menjadi lebih baik. yang penting adalah mereka bisa bekerjasama bersatu demi kebaikan negara. jangan terpecah belah. 
ak gak bs tahan air mata sat pak prabowo terakhir bicara. saya mau indonesia kuat dan gak dicacimaki lagi gak diangap remeh direndahkan lagi... saya sebagai orang indonesia harus banga sebagai orang indonesia.. harus kuat. rakyat nya bersatu juga. supaya kuat mandiri dan  terhormat.",Pemimpin bangsa untuk Indonesia maju
jadi gagasan pak prabowo jika rakyak indonesia hidup dalam kesusahan jual lah aset 🤓,Pemimpin bangsa untuk Indonesia maju
"satu kata pak prabowo adalah orang yg paling ikhlas untuk masyarakat ~ alm  gus dur 
bismilah... jadikan indonesia lebih berwibawa 🤲",Pemimpin bangsa untuk Indonesia maju
"refleksi itu menyentuh diri sendiri dan ingin membuat perbedan bagi diri sendiri dan orang disekitar(keluarga tetanga) dan masyarakat banyak.. orang yg jujur pada dirinya dan nuraninya, bahwa hal pahit yg d dapat dlm perjalanan hidup, dapat di buat menjadi baik kedepanya itulah kepercayan dan semangat.. di buly semenjak sekolah, tdk menyurutkan semangatnya untuk menunjukan pada dunia bahwa indonesia adalah bangsa besar kekayan alam yg banyak dan sdm yg juga hebat.. itulah refleksi hidup, menyakini diri sendiri dan menyakini sesama anak bangsa dapat membangun indonesia yg lbh baik dan di perhitungkan di dunia, menjadi negara maju, yg akan menginvasi negara asing dengan product asli indonesia, semangat trus pak prabowo, dari anda bangsa ini melihat kasih, perhatian, dan peduli nasib bangsa. jika di amerika ada abraham lincoln, di indonesia ada prabowo subianto, jatuh 7 kali bangun 8 kali, god bles indonesia",Pemimpin bangsa untuk Indonesia maju
pilih ganjar saja jgn prabowo yakali nanti indonesia tidak punya ibu negara mau jadi apa negara ini hancur hancur,Pemimpin bangsa untuk Indonesia maju
pemimpin yv melihat kedepan dan yakin adalah pemimpin yg memerikan lebih dari sekedar harapan semoga tercapai pak prabowo❤ cita cita anda sama seperti rakyat seluruh bangsa indonesia.,Pemimpin bangsa untuk Indonesia maju
saya pendukung pak prabowo dan pak anies. tapi untuk sat ini pak anies yang lebih layak untuk memimpin indonesia ke depanya. semoga alah swt melancarkan segalanya..,Pemimpin bangsa untuk Indonesia maju
"terlihat jelas perbedan antara akademisi, motivator dan leader

semakin mantap memilih pak prabowo yg tulus ikhlas dan sudah banyak berkorban utk bangsa & negara yg sudah beliau mulai dari usia muda sampai sekarang konsisten membangun bangsa & negara

smoga alah mengerakan hati rakyat indonesia utk memilih pak prabowo sbg presiden indonesia 🤲",Pemimpin bangsa untuk Indonesia maju
"pak prabowo paling realistis dan membakar semangat untuk indonesia yg lebih baik ke depanya visi misi sangat jelas pemaparanya sangat2 sempurna
2024 siap pilih prabowo 👍🙏❤️",Pemimpin bangsa untuk Indonesia maju
"prabowo  yg paling bodoh menurut saya di capres dan anieslah yg ungulin ke dunguan di capres...modal ngomong semua tanpa ada caranya dan solusi...
indonesia harus pintar bro...",Pemimpin bangsa untuk Indonesia maju
"prabowo :"" saya ingin...saya ingin....""
lah skrg bapak sudah di pemerintahan, kok masih kyk gini indonesia",Pemimpin bangsa untuk Indonesia maju
"prabowo ulasan gagasan bagus spt jokowi......nyatanya,rakyat banyak yg ngangur,tapi tka cina banjiri indonesia.",Pemimpin bangsa untuk Indonesia maju
ketiga calon presiden ini adalah putra terbaik bangsa. pak prabowo memberikan semangat nasionalisme untuk persatuan bangsa menuju indonesia maju,Pemimpin bangsa untuk Indonesia maju
"dari 3 kandidat bacapres saya mantap untuk tetap memilih prabowo dari gagasan yg beliau paparkan bisa di lihat bahwa beliau sudah lebih banyak pengalaman dan tahu apa yg masyarakat butuhkan sat ini, di antara 3 kandidat bacapres hanya pak prabowo yg punya strategi pertahanan militer menurut saya itu juga penting untuk menjaga dan mempertahankan keamanan di  negara sebesar ini. indonesia butuh pemimpin yg tegas dan berwibawa",Pemimpin bangsa untuk Indonesia maju
"jiwa yang tulus, semangat yang tidak pernah putus dan hangus, semoga kelak pak prabowo yang menjadi presiden dan membuat harapan masyarakat indonesia tidak pernah pupus karena kinerja yang bagus dan jujur",Pemimpin bangsa untuk Indonesia maju
mungkin pak prabowo masih terbata-bata dalam diskusi gagasan kali ini tetapi beliau selalu menang dalam membakar semangat jiwa nasionalis bangsa indonesia terimakasih jenderal🔥,Pemimpin bangsa untuk Indonesia maju
"untuk anies lebih cocok di sektor juru bicara indonesia
untuk ganjar lebih cocok di mentri kerakyatan 

untuk prabowo pas untuk presiden prabowo ga bisa ngomong ga pandai ngomong tapi pak prabowo subianto tegas dalan bertindak",Pemimpin bangsa untuk Indonesia maju
satu2nya bacapres yg paham dan concern terhadap ekonomi indonesia secara global dan punya pengalaman lebih luas cuma pak prabowo. yang paham pasti ngerti hal ini. fod estate paling penting di jaman menjelang krisis pangan ini.,Pemimpin bangsa untuk Indonesia maju
"saya jadi mengerti kenapa prabowo ""ditakuti"" pemain2 utama politik indonesia... beliau terlalu jujur dan apa adanya.",Pemimpin bangsa untuk Indonesia maju
"sementara ini ketiganya putra terbaik bangsa, semoga indonesia makin maju melanjutkan indonesia majunya pak jokowi.",Pemimpin bangsa untuk Indonesia maju
"worst scenario... andai pak anies engak terpilih jadi presiden 2024, mau gak mau prabowo oke lah... asal jangan petugas partai lagi, cukup 10 tahun indonesia di pimpin sama petugas partai yg nganu nganu terus 😢😢",Pemimpin bangsa untuk Indonesia maju
"gagasan prabowo lebih masuk akal buat negri kita tapi bukan cuman gagasan beliau juga orng yg tegas dlm mengambil keputusan yg bijak, saya berharap tahun depan kita punya presiden yg benar benar mencintai negri ini dan bekerja untuk  indonesia bukan untuk kader kader nya🙏🙏",Pemimpin bangsa untuk Indonesia maju
"prabowo subianto.. ❤ indonesia berada di tangan yg tepat, bila anda yg memimpin",Pemimpin bangsa untuk Indonesia maju
tetap prabowo dengan ketegasan dan optimisme memulihkan ekonomi indonesia🔥,Pemimpin bangsa untuk Indonesia maju
bismilah pak prabowo lebih jelas untuk indonesia ke depan ❤,Pemimpin bangsa untuk Indonesia maju
prabowo mirip donald trump .. emang sih indonesia butuh pemimpin yang bertangan besi.. tapi ada efek negatif juga kita memilih pemimpin bertangan besi..,Pemimpin bangsa untuk Indonesia maju
hidup prabowo menjalankan sesusai realita perjalanan hidup ya semoga menjadi presiden di tahun 2024 untuk indonesia adil dan makmur,Pemimpin bangsa untuk Indonesia maju
"buat pak prabowo dl pernah bilang 2030 indonesia akan hancur, tp skrg bilang menuju 2045 indonesia emas, kok mencla mencle ya",Pemimpin bangsa untuk Indonesia maju
"filosofi anis agak bagus disini walau hanya dipermukanya bagus. history kerja dia tidak membuktikan filosofi keadilan, dk dapat direalisasikan dengan cara dia. hasilnya dia selama jadi gubernur bukan nihil tapi minus. indonesia menjadi negara maju butuh kerja keras dan cepat. bukan kata-kata indah saja.

edit: kalo prabowo sih hiburan yang kita perlukan agar tidak terlalu tegang selama pemilu capres-cawapres 2024. 🤣
ekonomi pancasila itu ""big government"" which is sosialisme seperti jaman soeharto. itu akan menghancurkan indonesia jadi tidak memiliki daya saing. prabowo merupakan refleksi masa lalu indonesia yang masih menyalahkan penjajah. sebaiknya kita fokus membangun masa depan untuk membuat sejarah baru.",Pemimpin bangsa untuk Indonesia maju
"prabowo for indonesia emas 2045🇮🇩 jesus bles you , jesus bles us",Pemimpin bangsa untuk Indonesia maju
bpk prabowo subianto paling top & yang paling cocok presiden indonesia 2024-2029,Pemimpin bangsa untuk Indonesia maju
"baik itu pak anies, pak ganjar maupun pak prabowo,, semua punya ciri khas, dan karakter yg tercermin dri kata kata dan perbuatanya masing2,,
terima kasih mba nana & ugm yg sudah mengadakan ini dan membuat seluruh indonesia bisa menyaksikan juga,, dari semua yg disampaikan sangat terlihat bagaimana 'pribadi' masing-masing bacapres, pak anies dg kebijaksananya, pak ganjar dg konsistensinya, pak prabowo dg semangat & kecintanya pd indonesia.. siapapun pemimpinya, semoga indonesia jdi negara yg lebih baik",Pemimpin bangsa untuk Indonesia maju
inilah pidato yang menyentuh menjadi negara ini mau maju.pak prabowo gak mau indonesiaku ini di injak injak negara lain.the best for you president kami pak prabowo subianto di 2024 nanti.bawalah negri ini terbang kenegara maju pak,Pemimpin bangsa untuk Indonesia maju
yang pantas jd presiden indonesia 2024 cuma pak anies... setelah itu baru pak prabowo.,Pemimpin bangsa untuk Indonesia maju
"dua kandidat disuruh ngaca pada diri sendiri mau karena gak punya kepercayan diri, tetapi bpk prabowo sangat percaya diri dan gak mau ngaca, karena yg diutamakan adalah menjadikan bangsa indonesia menjadi kuat dan bermartabat ❤",Pemimpin bangsa untuk Indonesia maju
"pak prabowo. paling tulus untuk bangsa, dan sangat pas untuk indonesia sat situasi global sekarang ini.",Pemimpin bangsa untuk Indonesia maju
"pak prabowo berbicara dengan apa adanya tidak muluk², berkomitmen, tegas, dan ikhlas untuk indonesia maju. kita butuh pemimpin yang merealisasikan visi misinya bukan hanya sekedar narasi",Pemimpin bangsa untuk Indonesia maju
"ganjar bilang prabowo itu sang senior 💪
anies bilang prabowo itu sang patriot 😇

prabowo adalah sang patriot presiden indonesia 2024 🙋‍♂️

(maf tdk sempat nonton anies & ganjar 🙇‍♂️) ingin nonton & dengarkan prabowo 👏",Pemimpin bangsa untuk Indonesia maju
"mantap bapak prabowo subianto calon presiden indonesia❤, tegas gagah, jujur dan dapat dipahami❤❤",Pemimpin bangsa untuk Indonesia maju
"prabowo : ranking indonesia 16 besar, peneriman besar. (tapi hutang juga besar sekali, pak! )surplus 54 m dolar, kata pak prabowo. 

lha tapi rakyat tambah banyak yg menjerit. beras  mahal, pupuk mahal, import beras sat panen raya. kemana semua duit yg surplus itu..??
dipakai untuk kesejahteran rakyat secara merata atau mandeg di pejabat2 saja?",Pemimpin bangsa untuk Indonesia maju
bismilah sudah waktunya prabowo subianto yang ambil alih negara indonesia maju amin🇮🇩,Pemimpin bangsa untuk Indonesia maju
"pak prabowo subianto insyalah akan jadi presiden ri 2024 
beliau orang yang paling paham dengan indonesia dan juga tegas ingin membangun bangsa indonesia melanjutkan hal yang sudah berlangsung dengan baik dan setia terhadap negara dan juga persahabatan dalam politik",Pemimpin bangsa untuk Indonesia maju
presiden republik indonesia 2024 bpk prabowo subianto.❤❤❤❤❤,Pemimpin bangsa untuk Indonesia maju
"prabowo subianto orang paling baik hati, rela berkorban demi indonesia maju, semangat terus mari kita kawal kepemimpinan bapak prabowo subianto for 2024 😇🙏🫶🤲",Pemimpin bangsa untuk Indonesia maju
"pak prabowo subianto presiden 2024, dan dapat menjadikan negara indonesia yang maju, sejahtera, aman, nyaman, damai, kaya, cerdas
amin",Pemimpin bangsa untuk Indonesia maju
indonesia butuh pemimpin yg tegas setelah kita lihat banyaknya lembaga negara yg bobrok. butuh pemimpin yg kuat dan berintegritas untuk membenahi indonesia. prabowo bisa untuk itu,Pemimpin bangsa untuk Indonesia maju
"pak prabowo saya mau nanya ..maf
...apa langkah tegas anda masalah korupsi di negara indonesia.",Pemimpin bangsa untuk Indonesia maju
#prabowountuksemua #prabowountukindonesia,Pemimpin bangsa untuk Indonesia maju
"mr. prabowo the next indonesian president, trust me.",Pemimpin bangsa untuk Indonesia maju
prabowo terbaik untuk indonesia maju❤,Pemimpin bangsa untuk Indonesia maju
"mungkin bagi org awam pak prabowo kalau berbicara sedikit terbata-bata tapi yang dikatakan pak prabowo adalah realitas yang ada, apa yang sudah dikerjakan langsung oleh pak prabowo, jawabanya yang paling realistis yang paling mungkin untuk dilakukan untuk memperbaiki negara indonesia",Pemimpin bangsa untuk Indonesia maju
benar kata alm gusdur orang yang paling iklhas untuk indonesia ya prabowo❤,Pemimpin bangsa untuk Indonesia maju
"pondasi kebersaman sudah terbentuk, pak prabowo tolong bawa bangsa ini untuk lebih bermartabat dan disegani untuk indonesia emas. 🫡",Pemimpin bangsa untuk Indonesia maju
"betapa mulia cita2 pak prabowo untuk indonesia
semoga terwujud amin",Pemimpin bangsa untuk Indonesia maju
gusdur 'orang yang paling tulus untuk indonesia ialah prabowo'.,Pemimpin bangsa untuk Indonesia maju
"closing statement pak prabowo itu isyarat bahwa anak muda sekarang jgan mudah depresi dan mengalami mental health percayalah prabowo kecil mengalami lebih dari itu , tapi lihat prabowo tua dia berjuang dan terus berjuang tidak ada yg namanya mental health dalam dirinya apalagi depresi ..demi indonesia maju dan terhormat di mata dunia.",Pemimpin bangsa untuk Indonesia maju
"prabowo menang, indonesia terbang",Pemimpin bangsa untuk Indonesia maju
prabowo ini back ground nya militer jadi  wajar kalo kurang lincah dalam beretorika....dia kdg belepotan ngomongnya.... tapi maksudnya  dia baik.... utk bangsa dan negara..... smg tuhan memberikan indonesia pemimpin yang terbaik.....,Pemimpin bangsa untuk Indonesia maju
"yang lain boleh kuat retorika , tapi tapi sang jendral patriot sejadi insyalah prabowo presiden indonesia 2 kali lebih maju",Pemimpin bangsa untuk Indonesia maju
