comment,topic
"saya pro ganjar. tapi melihat adu gagasan ini, kok saya jadi pikir2. malah condong ke anies",Ide dan gagasan yang realistis
"anis ,bagus di tataran ide ,ngajar aja deh",Ide dan gagasan yang realistis
hanya p anis yg bisa di cerna oleh pikiran saya,Ide dan gagasan yang realistis
"lebih bergairah anies ya kalo soal pemaparan, cerdas dan mudah di terima,",Ide dan gagasan yang realistis
"ganjar dan prabowo lebih bicara tg teknis gagasan mereka dan pak anies bicara pondasi kenapa gagasan itu dibangun, yg dua selangkah lebih maju, yg satu dua langkah lebih maju",Ide dan gagasan yang realistis
hanya pak anies yg masuk ide gagasanya..yg lain nya asa pabeulit....,Ide dan gagasan yang realistis
gagasan pak anis yg brilian,Ide dan gagasan yang realistis
"anis, lihai dlm olah kata, tp nol utk pelaksanan nya, prabowo gk nyambung, gk realistis ngoyowora",Ide dan gagasan yang realistis
"kadang bingung dgn yg bilang pak anies hanya pintar kata2 doang, ini kan forum bicara gagasan, bukan adu akrobatik, ya jelaslah harus pintar, intelek, dalam berkata-kata, sesuai isi otak.",Ide dan gagasan yang realistis
"pak anies asli keren sih ,wawasan dan gagasanya gak ada lawan 👏👏👏",Ide dan gagasan yang realistis
"sy yg gak paham tentang narasi, tetapi mendengar narasi bang anis
nyampe ke otak yg gak sekolah kaya saya",Ide dan gagasan yang realistis
"untuk bicara ide gagasan &  kata-kata, hanya pak anies yang paling hebat, tapi kalau untuk kerja dan implementasi gagasanya? hahaha 😂",Ide dan gagasan yang realistis
"the best pak anies, semoga sebuah gagasan  bagus bs dieksekusi dgn bagus pula..terus melaju",Ide dan gagasan yang realistis
"apa iya ada yang masih pilih selain pak h. anies, setelah lihat adu gagasan ini
klo buzer sih pasti ngelak",Ide dan gagasan yang realistis
"mantap sekali semua gagasanya, tp menurutku pak anies yg paling keren gagasanya (buzer ga usah reply 😅)",Ide dan gagasan yang realistis
seperti nya hanya anies yg berbobot. & lebih pintar. buat yg lain sory aku ga tertarik sama ide kalian,Ide dan gagasan yang realistis
"menurut saya, pak ganjar seperti memaksakan mindset yang dia gunakan untuk kita gunakan juga. tapi lebih masuk apa yang disampaikan pak anies",Ide dan gagasan yang realistis
anis baswedan yg ril gagasanya,Ide dan gagasan yang realistis
"realitanya bicara sesuai dengan pertanyan, menjawab dengan tegas lugas tertata rapih sesuai fakta, kliatan orang yang logis research sebelum menjawab, emotional terkendali hm keren kali pa anis..",Ide dan gagasan yang realistis
"dulu pak jokowi bagus dan real ngasih harapan ke rakyat, tapi nyatanya rempang mau di gusur paksa,. jadi gagasan dan manismu pasti kalah sama ketum partai.",Ide dan gagasan yang realistis
ganjar paling keren. narasi dgn hasil kerja realistis dan presisi. anis masih janji ganjar uda merealisasi.,Ide dan gagasan yang realistis
hanya anies yg paling konkret dan jelas strategi2 apa yg akan dijalankan dan selalu sesuai dengan pertanyan..bingung sama buzer yg bilang “mbulet” jawabanya..otaknya aj kali yg gak nyampe😅,Ide dan gagasan yang realistis
pak anies baswedan. berwibawa dan jelas banget gagasanya. sukses selalu pak,Ide dan gagasan yang realistis
"sangat enak lihat pak anis tanya jawab gagasan.pak anis tanya jawab langsung dari otak bukan buka data di layar.
pak ganjar adu gagasan buka data di layar.ini bukan adu gagasan kalau buka data dan di tampil kan di layar",Ide dan gagasan yang realistis
fix lah.. gagasan anis paling gampang dicerna dan realistis.,Ide dan gagasan yang realistis
luwar biasa bapak anies. vibe nya beda banget sama yg lainya. ide2 yg keluar dari mulut nya juga gak kaleng2 mudah dimengerti orang awam sekalipun,Ide dan gagasan yang realistis
"pak prabowo seperti nya sdah kehabisan batrai,, stlh 3x nyapres sdah kehabisan ide,, 
klo ganjar lbih byak muter2 pas dijwab dan gk to the point, 
sdangkan anis ckup pas menjelaskan ide nya,, tp perlu dijlaskan lbih rinci..",Ide dan gagasan yang realistis
"dari gagasan yg di sampaikan pak anis menarik sih untuk di pilih,tapi ya tidak tau bakal ter'implementasikan atau tidak..",Ide dan gagasan yang realistis
kalo dari segi gagasan memang anies lebih mendominasi. statementnya gampang dicerna dan dipahami. beda sama bacapres lain. terlalu old skol. dan berkesan janji janji manis doang,Ide dan gagasan yang realistis
soal gagasan pak anies lah,Ide dan gagasan yang realistis
pak anies baswedan lebih detail dan tidak muter-muter memberikan gagasan dan pengalaman2 dirinya,Ide dan gagasan yang realistis
"gagasan pak anies paling realistis, mudah di pahami dan paling kongkrit 👏",Ide dan gagasan yang realistis
"paparan gagasan anis lebih jelas  ,,semoga 2 capres lain ada ide ,jangan cuman nurut dan lanjut ma penguasa sebelumnya",Ide dan gagasan yang realistis
"wow that's a real argumantable idea, very god anis baswedan",Ide dan gagasan yang realistis
pak anies terbaik dibanding 2 capres lainya dari segi gagasan rekam jejak sudah terbukti dan presentasi tanpa teks,Ide dan gagasan yang realistis
mbrebes mili mendengarkan pak anies berbicara gagasan. insyalah,Ide dan gagasan yang realistis
luar biasa gagasan pak anies,Ide dan gagasan yang realistis
"sat spil gagasan :
ketika pak anis bicara, terlihat isi kepala orang cerdas.
ketika pak ganjar bicara, berasa lagi lihat presentasi.
ketika pak prabowo bicara, bela negara nya berasa sekali

ini menurut saya",Ide dan gagasan yang realistis
"saya kok gak yakin omongan pk anies karena klu kita lihat dki saja gagasan nya nol besar,karena secara manegemen kepemerintahan harus belajar dulu.",Ide dan gagasan yang realistis
"apa yang disampaikan pak anies semua dah ada di kepala, tanpa perlu teks, itu artinya sudah menguasai bidangnya",Ide dan gagasan yang realistis
jadi ingat dulu jokowi omongnya juga hebat idenya bagus tapi pas mimpin gak semua dilaksanakan sekarang anis penerusnya dengan pola yang sama,Ide dan gagasan yang realistis
"pak anies yang banyak orang bilang kata-kata nya muter justru lebih saya pahami dari pada bacapres lain. sangat masuk akal dan lebih realistis dan akan lebih seru nonton debat nya nanti. pilpres kali ini lebih edukasi, mantap ❤❤",Ide dan gagasan yang realistis
klo dnger pa anis ini seolah mengisi ruang kosong di otak gw. mnutrisi jaringan ilmu dan meyakinkan akan harapan kemajuan bangsa.,Ide dan gagasan yang realistis
penilaian saya gagasan paling terbaik tanpa liat contekan pak anies baswedan,Ide dan gagasan yang realistis
sangat jelas bahwa pak anies baswedan yang paling menguasai gagasanya & cara eksekusinya artinya gagasan ini adalah hasil dari pemikiran sendiri & melibatkan semua ahli terkait,Ide dan gagasan yang realistis
cuma anies yang mampu memparkan gagasan tanpa power point.,Ide dan gagasan yang realistis
"pak anies terbaik dan mudah di pahami gagasanya
sangt bagus",Ide dan gagasan yang realistis
gagasan pak anis paling logic,Ide dan gagasan yang realistis
mantap gagasan pak anis semga r1 pak,Ide dan gagasan yang realistis
jujur dari segi ide dan gagasan pak anis yg paling mangtab...keren emang pak anis,Ide dan gagasan yang realistis
"ide ,gagasan , cara penympaian  bpk anis terbaik",Ide dan gagasan yang realistis
sebagian besar di komen dukung anies baswedan. dan emg faktanya sebagus itu gagasan dan diskusinya.,Ide dan gagasan yang realistis
"anis terbaik sebab jawabanya langsung pada akar masalahx dan ganjar bagus, beda jauh dengan jokowi 2019. 2019 kedua capres sy ngak pilih sebab kualitasx biasa2 saja.",Ide dan gagasan yang realistis
"soal gagasan.

punya anis kelihatanya lebih mudah deterima",Ide dan gagasan yang realistis
"dari acara adepsi sampai yg skrg dan tingal nungu debat capres yg di ui. w udah ngambil keputusan buat milih anies yg lebih mudah di pahamin pemaparan gagasanya,sangat detail,logik, realistis..",Ide dan gagasan yang realistis
gagasan pak anies sifatnya strategic dan jangka panjang dr acara ini klau pilpres dilakukan skrg sy yakin pemenang nya pak anies,Ide dan gagasan yang realistis
dari gagasan dan retorika dalam menyampaikan gagasan dan menjawab pertanyan memang anies baswedan paling bagus,Ide dan gagasan yang realistis
gagasan anis 👍,Ide dan gagasan yang realistis
"jawaban anies terasa mudah dicerna karena pertanyan dan jawabanya tidak nyambung. beda dengan ganjar yang menjawab setiap pertanyan secara substantif dan teknis yang hanya dipahami oleh mereka yang memahami konteks.. jadi ya wajar aja orang-orang dengan pemikiran ""sederhana"" dan awam pilihnya yang jawabanya nga bikin pusing.",Ide dan gagasan yang realistis
jelas dan lugas anies baswedan gagasan nya bagus,Ide dan gagasan yang realistis
semua gagasan bagus. tapi pa anis lebih logis,Ide dan gagasan yang realistis
"luar biasa pak anies gagasan nya mudah di pahami,  kita butuh peminpin seperti pak anies rasyid baswedan",Ide dan gagasan yang realistis
"idenya pak anies mohon maf sekali, ini engk realistis dalam pengadan dana. tapi kok idenya sama ketika masih cawagub dki ya. wah ideanya sulit realisasinya.",Ide dan gagasan yang realistis
"masya alah pak ganjar memiliki data2 utk d padukan k gagasan sehinga eksekusi jd aksi2 yg tepat sasaran & efektif. gagasan tanpa eksekusi hanya omongan manies, gagasan tanpa data melahirkan kebijakan yg tdk sinkron. sehat slalu pak ganjar",Ide dan gagasan yang realistis
makin yakin sama pak anis . ber isi semua gagasanya,Ide dan gagasan yang realistis
gagasan pak anies sangat luar biasa.,Ide dan gagasan yang realistis
cuma pak anies yg mantap jiwa soal gagasanya semoga alah mudahkan,Ide dan gagasan yang realistis
anies lebih mantap gagasanya,Ide dan gagasan yang realistis
pak anis gagasanya selalu jelas,Ide dan gagasan yang realistis
pak anis emg top . dalam bicara gagasan emg nyambung ga ngelantur pas . udh pantas p anis ri 1,Ide dan gagasan yang realistis
"pak anies keren, jawaban dan argumen nya terstruktur semoga mendapat amanah",Ide dan gagasan yang realistis
pa anies paling simple elegan jelas ter arah mantap  pokoknya..mudah2an masyarakat kita tambah cerdas,Ide dan gagasan yang realistis
terimakasih gagasan gagasan manisnya,Ide dan gagasan yang realistis
gagasan pak anies paling elegan dan jelas mudah dimengerti,Ide dan gagasan yang realistis
"paparan gagasan kok gak pakek data, ngayal di otak juga bisa anak sd. yang siap yang yang menampilkan bahan mereka terkait gagasan mereka. anies gak ada bahan",Ide dan gagasan yang realistis
"cuma anies yg pas spil gagasan engak baca contekan 🙈🙈gila sih... cerdas, tapi melingkupi semua aspek2 penting 👏🏻👏🏻👏🏻",Ide dan gagasan yang realistis
bentar2 gagasan pak ganjar koq mirip pak anis ya ?,Ide dan gagasan yang realistis
pak anies lebih memiliki kapasitas dibanding 2 lainya. konsep jelas dan menguasai persoalan.,Ide dan gagasan yang realistis
gagasan pak anies yg paling relevan di bicarakan 👍👍👍👍,Ide dan gagasan yang realistis
gagasan anis lebih jelas,Ide dan gagasan yang realistis
"setelah melihat tayangan ini ful. penilaian sy berubah, lebih cenderung ke anies. logis, runut dan mudah dipahami.",Ide dan gagasan yang realistis
dari semua gagasan bacapres hanya anies yang penyampaianya jelas dan lugas ga pake power poin,Ide dan gagasan yang realistis
"dalam aspek apapun segala hal yg matang, terkonsep dan terstruktural sudah tentu akan memperoleh hasil yg baik, selama prosesnya tetap berjalan dengan gagasan tsb, pak anies bukan hanya berwawasan disini tp sangat kompeten✨️",Ide dan gagasan yang realistis
pak anies tetap yg paling keren dengan ide dan gagasan utk kepentingan rakyat,Ide dan gagasan yang realistis
"dari awal pengumuman bawapres, terus diskusi di mata najwa bareng cak imin, sampe dg acara ini, pak anies baswedan sudah meneguhkan hati saya untuk memilih bapak.

semua jawabanya logis mudah dicerna.",Ide dan gagasan yang realistis
"ganjar gagasan megawati, prabowo gagasan tim ahli, anis gagasan nya sendiri :d",Ide dan gagasan yang realistis
"anis realistis dan menjawab permasalahan,",Ide dan gagasan yang realistis
gagasan anies adalah gagasan atau pikiran seorang cendekiawan dan akademisi yg mana sebuah gagasan yg paling ideal secara teoritis. namun pemimpin tidak hanya sebatas gagasan namun perlu implementasi yg perlu harmonisasi dg semua stakeholder.,Ide dan gagasan yang realistis
"pola gagasan ganjar prabowo. yaitu = paparkan iming iming angka-angka capaian imajinasi, lalu sampaikan kondisi sat ini tanpa jelaskan cara2 logis untuk mencapainya.

pola anies: paparkan cita-cita konstitusi para founding father, lalu kondisi selama ini, lalu cara mencapainya.",Ide dan gagasan yang realistis
"anies kalau dari gagasan oke banget tapi berbanding kebalik sama hasil kerja lapanganya yang gagal. gue kalau gak tau hasil kerja anies kaya apa mungkin udah dukung anies karna denger gagasanya, tapi sayang aja karna hasil kerja lapanganya beda banget sama gagasanya",Ide dan gagasan yang realistis
"anies cuma bahas gagasan, keberpihakan, ketidakadilan omong kosong lainya,,,jakarta udah jd contoh buruk,,,cuma gagasan doank tanpa konteks solusinya

mending ganjar, jelas dan mengerti permasalahanya dan solusi yg akan diambil kedepanya",Ide dan gagasan yang realistis
"mulai ada pencerahan dari event ini, sat ini gagasan anies terbaik mudah di cerna dan terstruktur",Ide dan gagasan yang realistis
gagasan pak anies paling masuk,Ide dan gagasan yang realistis
"hidup pak anis, gagasanmu lebih membumi, lebih real dan gampang difahami oleh berbagai kalangan",Ide dan gagasan yang realistis
"dari segi publik speaking, knowledge atitude pak anis paling beter sih. manernya pak anis paling tingi",Ide dan gagasan yang realistis
anis gagasanya bagus!!!,Ide dan gagasan yang realistis
"tetep golput sih gue walaupun pak anies gagasanya bagus, malah takut gagasan itu gakesampean nanti jadi boneka partai part 2 wkwk",Ide dan gagasan yang realistis
pak anis gagasanya paling cepat di mengerti,Ide dan gagasan yang realistis
"menurut gue cuma anies yang gagasan nya substansial. 
capres lain kok ngambang jawaban nya",Ide dan gagasan yang realistis
"gagasan anis yg paling terarah, cermat , mudah dicerna dan ditangkap substansinya. yg lainya hambar dan ngambang. 
anis paling top....👍👍👍",Ide dan gagasan yang realistis
ri 1 anis baswedan. gagasanya memuas kan. pdip no,Ide dan gagasan yang realistis
spil gagasanya mantap pak anis tapi tidak baik ketika menduga2 alat negara yang maksud  tidak di jelaskan secara fakta.,Ide dan gagasan yang realistis
"sy pahami dari ketiga capres pemaparan gagasanya tsk jauh berbeda, hanya menurut pemahaman sy jargon perubahan yg dibawa anies tdk jelas cuma hanya tambalsulam2 saja, jd  hanya perubahan yg ragu2 saja.",Ide dan gagasan yang realistis
"yang paling jelas itu gagasan pak anis..
yang lucu itu gagasan pak ganjar..
yang paling seru itu gagasan pak prabowo..
jadi saya inisiatif memilih yg paling jelas ya itu pak anis..
amin anis👍",Ide dan gagasan yang realistis
cuma capres anis gagas gagasan susah dimengerti..,Ide dan gagasan yang realistis
"pak anies kalau menjawab pertanyan selalu terstruktur ada masalah diberikan point penyelesaian, dan penjelasan cara penyelesaianya. dan beliau berbicara seperti orang yg sangat paham dan mengerti caranya. ada capres yg ditanya malah balik nanya dan jg meremehkan penanya.",Ide dan gagasan yang realistis
"ganjar pinter baca,anis tanpa teks programnya lancar,yg pasti tidak banteng",Ide dan gagasan yang realistis
gagasan dan cara berfikir anies clear. hal paling dasar dan utama adalah dari pendidikan.,Ide dan gagasan yang realistis
"sat memberi gagasan : 
1. pak anis ~ ada foto di background nya
2. pak ganjar ~ ada foto di background nya
3, pak prabowo ~ tidak ada foto di background

kenapa dibedakan ??",Ide dan gagasan yang realistis
anies baswedan keren gagasan nya. pintar lugas dan mudah di pahami. 👍👍👍,Ide dan gagasan yang realistis
hanya anies yg paling brilian gagasanya.. 🕵,Ide dan gagasan yang realistis
gagasan anis cocoknya jadi mentri,Ide dan gagasan yang realistis
jawaban-jawaban pak anis lebih masuk akal dan ngena dengan persoalan yang dialami sekarang.,Ide dan gagasan yang realistis
cuma gagasan anies baswedan yang masuk akal,Ide dan gagasan yang realistis
"otak buzer memang gak sampai memahami anis baswedan ,,

buzer emang otak nya mampu modal gorang goreng isu doang, isu hoac info kata nya kata nya,, fakta nya gak tau",Ide dan gagasan yang realistis
"semakin yakin dengan bpk anies baswedan cara penyampaianya sangat cerdas, mantap, gagasanya jg keren mudah di mengerti dan dipahami",Ide dan gagasan yang realistis
anis anis ditanya berapa anda nilai kebebasan berekspresi kok jawabanya sayur lodeh gak nyambung banget,Ide dan gagasan yang realistis
"gue paling seneng pak anis itu ketika menerangkan gagasan-ide tidak melihat lembaran"" buku.
itu artinya secara konsep dan desain beliau sudah tergambar di dalam otaknya .

#go anis",Ide dan gagasan yang realistis
"part paling menyenangkan adalah pas pak anies cerita bagaimana implementasi dari gagasanya ketika masih menjabat di prov dki, bismilah ya pak anies",Ide dan gagasan yang realistis
"pak anis boleh juga gagasan,a",Ide dan gagasan yang realistis
"apakah gagasan bisa menentukan hasil ??? orang yg jago ide kalah dengan orang yg execusi langsung... kok asyik kalo orang bicara pengalaman tantangan yg pernah dihadapi trus sikap dia melewati mslah trsebut, lebih bisa diliat gmna karakter beliau",Ide dan gagasan yang realistis
"cuma anies yang gagasan nya menarik ,bagus,mudah dipahami",Ide dan gagasan yang realistis
sumur resapan gagasan terbaik anis 😂,Ide dan gagasan yang realistis
"""kurang cerdas dapat diperbaiki dengan belajar,kurang cakap dapat dihilangkan dengan pengalaman, tapi kurang jujur itu sulit diperbaiki""

moh hata",Ide dan gagasan yang realistis
mantap pak anis pemaparan nya sangat masuk akal,Ide dan gagasan yang realistis
luar biasa gagasan dan kecerdasan pak anies,Ide dan gagasan yang realistis
"sy dari dulu kurang suka gagasan anis.. tapi alhamdulilah sekarang, 
makin tidak suka dengan gagasanya yg makin beretorika..",Ide dan gagasan yang realistis
"anies  spil gagasan ✅

ganjar presentasi kuliah ✅",Ide dan gagasan yang realistis
"sumpah ya pak anis mirip bgt sama bos gue kalau lagi ngasih ide2. semua idenya bagus pas diucapkan, tetapi realitanya hanya 20% yang direalisasikan 🥺🥺🥺",Ide dan gagasan yang realistis
"cuman anis yg mudah dipahami dan di mengerti. calon lainya muter"" terus gajelas",Ide dan gagasan yang realistis
"subhanaloh, pak anis god idea",Ide dan gagasan yang realistis
"gagasanya keren, visioner, penyampaianya tenang, tidak berbelit-belit, berwibawa.
anis baswedan for ri",Ide dan gagasan yang realistis
"dari semua capres 
gagasan,ide dan penjelasan anies baswedan lebih realistis serta memahami solusi yang dibutuhkan
oleh bangsa ini",Ide dan gagasan yang realistis
"mantap pak anis baswedan, ide dan gagasanya smart banget",Ide dan gagasan yang realistis
pak anis ..gagasan gagasan ..kerja 00000p,Ide dan gagasan yang realistis
"anies gagasanya baik dan mulia, tingal fase eksekusinya aja yg perlu dipertajam",Ide dan gagasan yang realistis
"pemaparan pak anies lebih lengkap, ide""y mengena dan tertata..tanpa ada ekspresi emosi...capres yg lain hanya ilustrasi tanpa menjelaskan ide""y secara detail...",Ide dan gagasan yang realistis
"setelah mengikuti semua, jujur gagasan yg luar biasa ada di pak anis, ngak hanya gagasan, cara bicara, pengetahuan dan wibawa anda sangat berbeda...congrats pak anis, anda yg paling layak",Ide dan gagasan yang realistis
"saya menikmati paparan ide anis dan ganjar.
tapi pak prabowo, lol. beliau ini terlihat sangat kosong",Ide dan gagasan yang realistis
"tanpa merendahkan capres yg lain, pa anies komplit, gagasan yg masuk akal dan tepat sasaran, tutur kata yg mudah dicerna,sopan santunya dlm menyampaikan gagasan sangat tarasa..",Ide dan gagasan yang realistis
"cakap bicara dan gagasan manis, tapi tindakan? who knows.",Ide dan gagasan yang realistis
"nonton anis gagasan dan ide,, nonton ganjar kayak pelawan, nonton prabowo kayak fiksi.",Ide dan gagasan yang realistis
bicara gagasan yang potensi gak bohong sama rakyat cuma anies baswedan,Ide dan gagasan yang realistis
pak anis gagasanya paling bisa dipahami oleh rakyat,Ide dan gagasan yang realistis
"anis sangat jelas memiliki kualitas wawasan keilmuan, cakrawala pikir, narasi, dan pengendalian emosi disat bicara gagasan.",Ide dan gagasan yang realistis
luar biasa gagasan pak anies baswedan . semoga program peradilan bukan jadi program perwadulan,Ide dan gagasan yang realistis
gagasan pa anis paling bisa dipahami oleh rakyat,Ide dan gagasan yang realistis
"gagasan pak anies oke, tp sayang bacawapresnya gak mampu dongkrak elektabilitas beliau. kalo gak ganti mah godbye tuh",Ide dan gagasan yang realistis
"gagasan dan visi misi semua bacapres ini keren.. semua ada kekurangan dan kelebihanya..

1. pak anis
dengan gaya retorika nya bagus, hati2 dan membius. 
namun biasnya juga besar, karena gagasanya menurut saya bisa melebar kemana2 karena statmentnya membuat abu2.
2. pak ganjar
fundamental nya jelas, sistematis, berbasis data dan riset, mengungkapkan dengan lugas sesuai dengan fakta lapangan. 
namun, pak ganjar harus bisa benar2 memberikan penjelasan yg paling sederhana kepada masyarakat agar tidak terjadi bias. agar masyarakat bisa paham betul dengan sistematis, dan sadar kondisi. 
3. pak prabowo
 semangat yg luar biasa, pidato yang bisa membakar semangat. ketegasan yg tercermin dalam pribadi beliau. 
namun, sejujurnya saya tidak begitu paham substansi pokok dari fundamental yang beliau paparkan. jawaban konkrit nya belum terjelaskan, masih dalam gagasan yg bias. 

saya sampaikan, secara netral dan dipahami dengan sejujurnya nya 🙏

terserah dengan pendapat yg lain.. 
akal sehat dan pahami secara sehat sangat diperlukan. hilangkang nilai tentang sosok dan latar belakang, agar semoga kita bisa jernih dalam berfikir. 🙏 salam hangat, jaya selalu indonesia",Ide dan gagasan yang realistis
"anisbaswedan cuma konsep d kepala,, tidak tercatat,, makanya klo terpilih jadinya bisa ngelak,,, sudah banyak bukti ,masih ada yng dukung.. kalian luar angkasa",Ide dan gagasan yang realistis
serius ini gagasan yg paling nyata anies keren parah 🔥🔥🔥,Ide dan gagasan yang realistis
lebih mantap pak anies utk bernarasi & berargumen dengan simple dan mudah dipahami. semua jitu dgn problem bangsa sat ini.,Ide dan gagasan yang realistis
"sejauh ini pak anies si, yang paling realistis dan solutif",Ide dan gagasan yang realistis
"kenapa anies lebih beda deng yg lainya ya, dara segi pemikiran, gagasan, ide dan visi misi.",Ide dan gagasan yang realistis
"setelah liat gagasan para capres,gua jatuhkan pilihan sama anies ,karena jawabanya jelas dan paham",Ide dan gagasan yang realistis
"dri penjelasan ide gagasan dan jawaban dari pertanyan 2 nampaknya cuma anis baswedan yg paling oke,, pak praboro terlihat sudah sangat usang / ketingalan sekali dgn perkembangan yg sekarang, terlalu berlindung diketiak jokowi,, banyak jawabanya mnurut saya, saya, saya dan saya,,, cendrung jawabanya ga ilmiah,, 
sementara ganjar agak kurang meyakinkan ketika bicara kpk dan korupsi, namanya sndiri tersangkut dgn proyek e-ktp,, gmn kita bisa percaya kunci brankas di tangan mal***g??",Ide dan gagasan yang realistis
"sbnrny pak anies ini gagasan nya nalar dan bagus, cm kita blm tau eksekusi nya bisa merata gak, krn realita nya semua masih terbatas.",Ide dan gagasan yang realistis
anis baswedan lah yang lebi mantap menyampaikan gagasan.,Ide dan gagasan yang realistis
"satu satunya bacapres yg tidak perlu power poin dalam menyampaikan gagasan, anis baswedan",Ide dan gagasan yang realistis
butuh yang bisa kerja nyata. bukan hanya jago menyampaikan pemaparan.,Ide dan gagasan yang realistis
lebih puas dengar penjelasan capres anies baswedan dan rasional tidak mengambang dilangit-langit.,Ide dan gagasan yang realistis
anies satu-satunya bacapres yg berbicara tanpa slide pointer. kelihatan orisinilnya.,Ide dan gagasan yang realistis
masih anis yang bisa saya pahami konsep ide gagasan nya...,Ide dan gagasan yang realistis
anies paling mudah dipahami gagasanya.,Ide dan gagasan yang realistis
"acar ini bukan hanya tersampaikan gagasan, tapi acara ini membuat jatuh cinta pada capres kita bapak anies rasyid baswedan",Ide dan gagasan yang realistis
pak anis & pak ganjar sih yg terlihat bisa menjelas kan secara kongkrit ide ide nya,Ide dan gagasan yang realistis
subhanalah.. sangat bijak sekali gagasan dari bpk anis. ..,Ide dan gagasan yang realistis
pak anies lebih ungul gagasanya 🔥,Ide dan gagasan yang realistis
selama saya punya hak milih saya slalu golput sampai sekarang tapi ketika pak anis mengeluarkan gagasanya baru kali ini saya mendengar gagasan yg sangat cerdas dan masuk di akal semoga gagasanya ini di jalankan dengan baik dan jujur,Ide dan gagasan yang realistis
"bosan dengar bacapres memapar gagasan yg gak jelas, malah cerita perasan bukan solusi dan gagasan. kecuali pak anis the best. jelas lugas tepat cerdas.",Ide dan gagasan yang realistis
dari ide gagasan pak anis menarik.. bagus sepertinya.. dari refleksi diri.. pak prabowo op 🤣.. jiwanya sama kaya saya kayaknya.. keren pak,Ide dan gagasan yang realistis
"pak anis menyampaikan gagasanya beserta strategi, yg lain saya rasa klise.",Ide dan gagasan yang realistis
luar biasa gagasan pak anies 👏,Ide dan gagasan yang realistis
keren banget gagasan anies,Ide dan gagasan yang realistis
anis banyak kan gagasan gagasan yg gk bermutu,Ide dan gagasan yang realistis
masyalah pak anies gagasanya luar biasa keren pak.,Ide dan gagasan yang realistis
hanya pak anies yang keren gagasan nya🤝,Ide dan gagasan yang realistis
pak anis lugas sekali. dia tau apa yang dibutuhkan dan apa yang dia akan lakukan. jawabanya tidak muter muter dan langsung tepat sasaran. tidak ngeles dan tidak mengiklankan diri sndiri. mg harus pintar dalam menganalisa.,Ide dan gagasan yang realistis
gagasan pak anies paling keren ❤,Ide dan gagasan yang realistis
penjelasan pa anis yang berciri khas konstruktif membuat mudah dipahami dan menarik untuk didengarkan karena mudah dingat.,Ide dan gagasan yang realistis
"review gagasan: anies abstrak, ganjar teknis, prabowo winer. terlepas dari pemaparanya yg banyak baca, tapi kalo itu yg bikin beliau sendiri, keliatan kalo beliau bener2 udah siap sih.

review wawancara: anies jawabanya mudah dimengerti tp ntah bagaimana caranya masih sulit dibayangkan, ganjar jawabanya lagi2 teknis banget sampe susah memahami, prabowo simple, kadang terlalu byk prolog, tp paling meyakinkan.

prabowo winer di acara ini menurutku.",Ide dan gagasan yang realistis
"gagasan anis baswedan,top,,,",Ide dan gagasan yang realistis
kalau soal gagasan dan ide pak anies juaranya..tp  implementasinya gimana? itu  yg paling penting,Ide dan gagasan yang realistis
hanya anies yg bicara tanpa baca naskah atau power point di  layar fix anies mvp🏆,Ide dan gagasan yang realistis
gagasan anies penuh improvisasi.. ganjar penuh konsep dan terstruktur sehinga bisa dipertangung jawabkan. semoga alah bersama ganjar ..,Ide dan gagasan yang realistis
"saran saya anies baswedan wawancaranya terakhir dong mba nana, dari dialog ini next bacapres nya banyak nyontek ide dan gagasan kontestan pertama ab, kemudian tingal ni inovasi sedikit sana sini, dialog ini masih ga fair, secara global saya tonton, kontestan 2 dan 3 nyontek, parah. refleksinya kontestan 2 nyontek, itu petunjuk paling jelas nyonteknya",Ide dan gagasan yang realistis
"komentar ini dibuat baru sampe nonton segmen pertama, mas anis. sejujurnya gue kayanya jatuh cinta sama gagasanya, nga ngoyo pengen ada gagasan yg 5 taun kecapai, gagasanya buat jangka panjang, masalah realistisnya, nga ada jawaban yg bikin gue sreg banget. let's se deh ya ini lg nonton segmen pa ganjar

edit: belom nonton pa ganjar sampe sesi pertanyan, baru ngobrol sma nana sehabis pemaparan gagasan gue udah anjlok banget sama beliau. rasanya gagasanya terlalu ngoyo, terlalu optimis. yg paling penting pas penyampaianya nga ada spal spil dikit gitu loh caranya gimana. sing penting optimis teros.",Ide dan gagasan yang realistis
"gokil anies, tdnya gw ragu, tp keknya anies paling jelas gagasanya, wawasanya ckup luas.",Ide dan gagasan yang realistis
"jangan terpesona oleh jawaban ,dan narasi , karena ada yang jagonya hanya narasi doang",Ide dan gagasan yang realistis
saya suka gagasan pak anis,Ide dan gagasan yang realistis
"paling oke dan orisinil adalah ide dan gagasan pak ganjar.
anis berkutat pd hal fundamental yg sdh dikerjakan dan ada hasilnya. pak prabowo sebatas kita akan kita akan, tp caranya gk gamblang.  yang paling ok cuma pak ganjar",Ide dan gagasan yang realistis
gagasan dan jawaban anis mantep poul paling bisa di mengerti,Ide dan gagasan yang realistis
"gagasan yg tersimpan di kepala,,bukan tersimpan di teks anis memang beda",Ide dan gagasan yang realistis
"anies cakep nampak idealisme dan ketulusanya, ganjar bagus sistematis. cuma prabowo yg sdh old schol ya",Ide dan gagasan yang realistis
